QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,EQC1_max,EQC1_min,EQC1_avg,EQC1_stdev,EQC1_range,EQC2_max,EQC2_min,EQC2_avg,EQC2_stdev,EQC2_range,EQC3_max,EQC3_min,EQC3_avg,EQC3_stdev,EQC3_range,EQC4_max,EQC4_min,EQC4_avg,EQC4_stdev,EQC4_range,EQC5_max,EQC5_min,EQC5_avg,EQC5_stdev,EQC5_range,EQC6_max,EQC6_min,EQC6_avg,EQC6_stdev,EQC6_range,EQC7_max,EQC7_min,EQC7_avg,EQC7_stdev,EQC7_range,EQC8_max,EQC8_min,EQC8_avg,EQC8_stdev,EQC8_range,EQC9_max,EQC9_min,EQC9_avg,EQC9_stdev,EQC9_range,EQC10_max,EQC10_min,EQC10_avg,EQC10_stdev,EQC10_range,EQC11_max,EQC11_min,EQC11_avg,EQC11_stdev,EQC11_range,EQC12_max,EQC12_min,EQC12_avg,EQC12_stdev,EQC12_range,EQC13_max,EQC13_min,EQC13_avg,EQC13_stdev,EQC13_range,EQC14_max,EQC14_min,EQC14_avg,EQC14_stdev,EQC14_range,EQC15_max,EQC15_min,EQC15_avg,EQC15_stdev,EQC15_range,EQC16_max,EQC16_min,EQC16_avg,EQC16_stdev,EQC16_range,EQC17_max,EQC17_min,EQC17_avg,EQC17_stdev,EQC17_range,EQC18_max,EQC18_min,EQC18_avg,EQC18_stdev,EQC18_range
1915.7,1882.2,1874.2,1872.9,1889.3,1898.7,1934.4,1896.7,1903.9,1191.41,1142.58,48.83,1168.539,7.031946,161.133,122.07,39.063,138.7776,6.332688,528.564,511.475,17.089,521.0185,2.405313,2.46094,2.41699,0.04395,2.443162,0.006323948,72.7051,72.4121,0.293,72.56383,0.05450088,33.3496,33.0078,0.3418,33.18772,0.06104767,20.3613,20.0195,0.3418,20.19274,0.06249072,9550.78,9482.42,68.36,9518.567,12.33688,9560.55,9492.19,68.36,9527.384,12.30732,498.048,263.67,234.378,383.8521,38.48512,48.83,-146.485,195.315,-57.94803,30.61049,-19.531,-58.594,39.063,-39.77517,6.606459,2324.22,2167.97,156.25,2245.064,26.08536,218.262,206.543,11.719,212.7365,1.866698,401,398.6,2.4,399.9607,0.6155818,400.3,399.8,0.5,399.9872,0.1056832,400.2,399.8,0.4,399.9786,0.09282531,400.3,399.8,0.5,400.0136,0.113411
1911.6,1879.7,1872.5,1871.7,1888.4,1897.7,1932.5,1896.3,1902,1186.52,1147.46,39.06,1168.407,6.347911,156.25,122.07,34.18,138.7647,6.57354,527.344,511.475,15.869,520.309,2.457921,2.46582,2.42188,0.04394,2.443514,0.006364284,72.7051,72.2168,0.4883,72.5449,0.0566823,33.5449,33.0566,0.4883,33.22746,0.0593448,20.3613,20.0195,0.3418,20.19181,0.06165276,9560.55,9482.42,78.13,9518.163,12.14261,9570.31,9492.19,78.12,9527.428,12.12858,527.346,263.67,263.676,394.94,36.44549,24.415,-122.07,146.485,-44.3102,29.48332,-19.531,-63.477,43.946,-39.59261,6.342884,2324.22,2167.97,156.25,2255.259,25.0584,218.262,206.543,11.719,212.5731,1.930519,400.9,398.7,2.2,399.9826,0.5644891,400.1,399.9,0.2,399.9729,0.06007036,400.2,399.8,0.4,399.9868,0.07866968,400.3,399.8,0.5,400.0097,0.105444
1844.7,1845.4,1826,1824.8,1857.8,1862.2,1891.6,1857.6,1928.9,1186.52,1142.58,43.94,1168.8,6.74265,156.25,117.188,39.062,139.4261,6.057232,527.344,511.475,15.869,520.588,2.534104,2.46094,2.42188,0.03906,2.44375,0.006036997,72.7051,72.3633,0.3418,72.54585,0.05403076,33.3496,32.959,0.3906,33.16512,0.0608979,20.459,20.1172,0.3418,20.28858,0.06285176,9550.78,9482.42,68.36,9518.175,11.8947,9570.31,9482.42,87.89,9528.257,12.18641,498.048,263.67,234.378,386.6785,36.49699,48.83,-146.485,195.315,-43.18349,30.67324,-24.414,-63.477,39.063,-40.06145,6.552395,2324.22,2167.97,156.25,2255.148,26.38712,216.797,206.543,10.254,212.0007,1.839702,400.9,398.6,2.3,399.9692,0.5773829,400.2,399.9,0.3,400.0142,0.08598701,400.2,399.8,0.4,400.0024,0.1056013,400.2,399.9,0.3,400.0269,0.1044458
1866.9,1859.4,1848.2,1840.4,1870.1,1880.7,1914.6,1877.7,1951.4,1186.52,1142.58,43.94,1168.362,6.728038,156.25,122.07,34.18,139.3728,6.300052,528.564,512.695,15.869,520.7027,2.52811,2.46582,2.42676,0.03906,2.445188,0.00614433,72.7051,72.2168,0.4883,72.52752,0.05509877,33.3496,32.959,0.3906,33.13349,0.06114739,20.459,20.0684,0.3906,20.28379,0.06523081,9560.55,9482.42,78.13,9518.458,12.04391,9560.55,9482.42,78.13,9521.661,12.47181,498.048,263.67,234.378,395.653,38.68612,48.83,-146.485,195.315,-44.44486,28.60552,-19.531,-63.477,43.946,-40.22041,6.689844,2324.22,2167.97,156.25,2253.88,27.10581,218.262,206.543,11.719,212.5283,1.908518,400.9,398.6,2.3,399.9968,0.5752162,400.2,399.8,0.4,400.0381,0.1045971,400.2,399.8,0.4,399.9881,0.09271981,400.4,399.8,0.6,400.0476,0.1236417
1870.5,1863.8,1854.7,1847.2,1879.1,1888.6,1919.7,1884,1961,1191.41,1147.46,43.95,1168.277,7.040542,156.25,117.188,39.062,138.8567,6.075113,527.344,510.254,17.09,520.4478,2.663886,2.46094,2.42676,0.03418,2.443194,0.006497789,72.7539,72.4121,0.3418,72.60935,0.05258342,33.3008,32.959,0.3418,33.13036,0.06204659,20.459,20.1172,0.3418,20.28717,0.06149279,9550.78,9482.42,68.36,9517.336,12.07115,9560.55,9482.42,78.13,9521.987,12.34385,556.638,263.67,292.968,395.4351,36.77375,24.415,-122.07,146.485,-42.46509,28.17414,-24.414,-58.594,34.18,-39.78859,6.429308,2324.22,2187.5,136.72,2253.951,25.58918,218.262,206.543,11.719,212.657,1.835853,400.9,398.6,2.3,400.0073,0.5630713,400.1,399.9,0.2,399.9987,0.07256856,400.2,399.9,0.3,400.0094,0.07141258,400.2,399.8,0.4,400.0482,0.1131227
1895,1877.8,1854.3,1846.5,1879.1,1889.7,1935.7,1866.8,1920.7,1186.52,1147.46,39.06,1168.35,6.67667,156.25,117.188,39.062,138.9433,6.290686,531.006,517.578,13.428,524.6384,2.388919,2.46094,2.42188,0.03906,2.442872,0.006329782,73.0469,72.7539,0.293,72.88955,0.05114587,33.1543,32.8125,0.3418,32.98828,0.06173814,20.459,20.1172,0.3418,20.28961,0.06153223,9550.78,9472.66,78.12,9518.129,12.15121,9560.55,9492.19,68.36,9521.986,12.32974,498.048,292.968,205.08,411.722,35.78088,48.83,-146.485,195.315,-44.59855,28.80546,-19.531,-63.477,43.946,-39.68635,6.482548,2324.22,2187.5,136.72,2254.121,26.11233,219.727,206.543,13.184,212.5591,1.952117,400.9,398.8,2.1,400.0104,0.5492592,400.3,399.8,0.5,400.008,0.1282846,400.2,399.8,0.4,399.9971,0.115763,400.4,399.8,0.6,400.0259,0.1562708
1880.5,1872.2,1862.6,1856.2,1885.1,1895.7,1929.1,1891.8,1964.1,1186.52,1147.46,39.06,1168.313,6.559718,156.25,117.188,39.062,139.2443,6.237607,528.564,512.695,15.869,520.3469,2.597152,2.46094,2.42676,0.03418,2.442949,0.006196702,72.7051,72.3633,0.3418,72.55904,0.0535467,33.3008,32.9102,0.3906,33.12687,0.06054202,20.459,20.1172,0.3418,20.2865,0.06298085,9550.78,9482.42,68.36,9517.776,11.54983,9560.55,9472.66,87.89,9521.918,11.90241,585.936,263.67,322.266,398.1233,38.37634,24.415,-146.485,170.9,-43.35489,29.94826,-19.531,-58.594,39.063,-39.75057,6.678632,2343.75,2187.5,156.25,2255.798,25.21558,218.262,206.543,11.719,211.8538,1.89346,400.9,398.6,2.3,399.979,0.5950425,400.2,399.9,0.3,399.9913,0.08825336,400.2,399.9,0.3,400.0028,0.09449717,400.3,399.8,0.5,400.0341,0.1248874
1923.3,1904.2,1887.7,1874.5,1907.5,1919.3,1956.6,1894.5,1948.7,1186.52,1142.58,43.94,1168.722,6.507029,156.25,117.188,39.062,139.0838,5.998326,528.564,512.695,15.869,520.7526,2.521977,2.46582,2.42676,0.03906,2.443738,0.00631184,72.7539,72.4609,0.293,72.59523,0.0550867,33.3496,32.959,0.3906,33.12947,0.05934266,20.459,20.1172,0.3418,20.28856,0.06098629,9560.55,9482.42,78.13,9518.086,11.92941,9560.55,9482.42,78.13,9526.589,12.141,498.048,292.968,205.08,396.7126,36.3112,48.83,-122.07,170.9,-44.08623,28.41942,-24.414,-58.594,34.18,-39.97247,6.602227,2324.22,2167.97,156.25,2254.8,24.98242,218.262,206.543,11.719,212.6259,1.887104,400.9,398.6,2.3,399.982,0.5897031,400.2,399.8,0.4,399.9815,0.1059885,400.2,399.8,0.4,399.9861,0.08833641,400.3,399.8,0.5,400.0308,0.1272083
1896.4,1882.7,1874,1862.2,1893.9,1903.8,1937.6,1902.7,1981.3,1186.52,1147.46,39.06,1168.425,6.705875,156.25,117.188,39.062,138.5753,6.308252,532.227,517.578,14.649,524.6493,2.366903,2.46582,2.42676,0.03906,2.445292,0.006117739,72.9492,72.6563,0.2929,72.82041,0.05059731,33.252,32.8613,0.3907,33.05352,0.06006427,20.459,20.1172,0.3418,20.28861,0.06350484,9560.55,9472.66,87.89,9516.931,12.12894,9560.55,9482.42,78.13,9521.029,12.67366,585.936,322.266,263.67,442.7338,37.62292,24.415,-146.485,170.9,-54.58722,30.67974,-19.531,-58.594,39.063,-39.64343,6.280491,2343.75,2187.5,156.25,2266.098,26.43352,218.262,206.543,11.719,212.6304,1.887146,400.8,398.7,2.1,400,0.5232681,400.3,399.7,0.6,400.0076,0.1576465,400.2,399.7,0.5,399.9817,0.1257154,400.4,399.7,0.7,400.0124,0.169427
1872.9,1866.5,1858.1,1850,1878.9,1886.9,1918.3,1883.4,1956.3,1191.41,1147.46,43.95,1168.377,6.64707,156.25,122.07,34.18,139.2196,6.241771,526.123,512.695,13.428,520.0046,2.523399,2.45606,2.41211,0.04395,2.440142,0.006681199,72.7051,72.3633,0.3418,72.5202,0.05211215,33.3496,33.0078,0.3418,33.16186,0.06102336,20.459,20.0684,0.3906,20.28774,0.06303796,9550.78,9472.66,78.12,9516.501,11.79892,9550.78,9482.42,68.36,9519.595,11.80441,527.346,292.968,234.378,400.3321,36.56451,48.83,-146.485,195.315,-50.0881,28.02858,-24.414,-58.594,34.18,-40.20105,6.488407,2324.22,2167.97,156.25,2253.781,26.62359,218.262,206.543,11.719,212.5001,1.933356,400.9,398.7,2.2,399.9889,0.5685532,400.5,399.7,0.8,399.9825,0.1851291,400.3,399.8,0.5,399.9953,0.1157338,400.3,399.8,0.5,400.019,0.1324068
1857.4,1851.4,1842.4,1832.7,1862.2,1869.7,1904,1868.3,1948.2,1191.41,1142.58,48.83,1168.066,6.73154,151.367,117.188,34.179,138.5969,6.208797,528.564,511.475,17.089,520.206,2.442563,2.46094,2.42188,0.03906,2.443656,0.00641503,72.7051,72.3633,0.3418,72.53725,0.05400143,33.3984,33.0078,0.3906,33.17604,0.06135461,20.459,20.0684,0.3906,20.28255,0.06336875,9550.78,9482.42,68.36,9515.948,12.60534,9550.78,9482.42,68.36,9520.524,11.72805,498.048,292.968,205.08,399.1405,34.7212,24.415,-146.485,170.9,-50.33022,30.07482,-24.414,-58.594,34.18,-39.87651,6.422007,2324.22,2167.97,156.25,2253.406,26.83739,218.262,205.078,13.184,212.5846,1.89481,400.9,398.7,2.2,400.0024,0.5788684,400.2,399.7,0.5,399.9694,0.1115873,400.1,399.9,0.2,399.9996,0.07483739,400.3,399.9,0.4,400.025,0.1197896
1930.1,1908.3,1896.7,1882.5,1911.2,1924,1965.2,1900.8,1964.2,1191.41,1147.46,43.95,1168.244,6.860414,161.133,122.07,39.063,138.5181,6.022678,532.227,515.137,17.09,523.6865,2.510367,2.46582,2.42676,0.03906,2.445437,0.006206941,72.9981,71.6797,1.3184,72.80719,0.067136,33.7891,32.8613,0.9278,33.06938,0.06772861,20.5566,20.1172,0.4394,20.28514,0.0627532,9550.78,9482.42,68.36,9516.747,11.96128,9560.55,9482.42,78.13,9521.306,12.06146,615.234,292.968,322.266,413.9043,36.54448,24.415,-146.485,170.9,-49.69374,28.35009,-19.531,-58.594,39.063,-40.3699,6.594048,2324.22,2187.5,136.72,2254.366,24.45041,218.262,206.543,11.719,213.295,1.901681,400.9,398.7,2.2,399.9886,0.5308118,400.4,399.7,0.7,400.0091,0.1599159,400.3,399.8,0.5,399.9929,0.118234,400.4,399.7,0.7,400.0094,0.1918263
1932.3,1969.7,1933.3,2005.4,1922.8,1911.9,1905.3,1894.6,1926,1186.52,1147.46,39.06,1168.229,6.583199,156.25,122.07,34.18,139.0107,6.286914,527.344,509.033,18.311,518.7711,2.550081,2.46094,2.42676,0.03418,2.442773,0.006376508,72.7051,72.4121,0.293,72.56299,0.0539207,33.3496,33.0078,0.3418,33.19782,0.05896835,20.459,20.0684,0.3906,20.29103,0.06263063,9560.55,9482.42,78.13,9518.887,11.83752,9570.31,9492.19,78.12,9527.718,12.03712,585.936,292.968,292.968,407.9981,36.5915,48.83,-146.485,195.315,-46.65226,29.28797,-24.414,-63.477,39.063,-40.45372,6.136058,2304.69,2167.97,136.72,2245.377,25.94218,218.262,206.543,11.719,212.6165,1.824337,400.8,398.9,1.9,399.9895,0.4785273,400.1,399.7,0.4,399.9601,0.1184903,400.1,399.9,0.2,399.9756,0.08112119,400.5,399.8,0.7,400.0341,0.1721642
1929.3,1939,1970,1935,2009.7,1924.9,1915.5,1905.1,1898.5,1186.52,1147.46,39.06,1168.383,6.858117,156.25,122.07,34.18,139.0831,6.261908,526.123,511.475,14.648,519.4948,2.461737,2.46094,2.42188,0.03906,2.441774,0.006212481,72.7051,72.168,0.5371,72.54379,0.05243472,33.4473,33.0078,0.4395,33.19768,0.06201569,20.459,20.0684,0.3906,20.28341,0.06049478,9550.78,9482.42,68.36,9518.308,11.85546,9570.31,9482.42,87.89,9526.994,11.90787,527.346,292.968,234.378,388.6096,37.02537,24.415,-122.07,146.485,-45.4221,28.42763,-19.531,-58.594,39.063,-40.49159,6.585741,2324.22,2167.97,156.25,2254.429,25.00967,218.262,205.078,13.184,212.6223,1.834105,400.8,398.7,2.1,400.0016,0.5479151,400.2,399.9,0.3,400.0116,0.08368609,400.2,399.8,0.4,399.9717,0.09329508,400.3,399.8,0.5,400.0384,0.1143466
1926.2,1917.3,1905.7,1894.5,1927.4,1936.7,1971.3,1933.6,2006.4,1186.52,1147.46,39.06,1168.234,6.384561,156.25,122.07,34.18,139.1311,6.313655,524.902,509.033,15.869,518.0815,2.499966,2.46582,2.42676,0.03906,2.444201,0.006134901,72.6563,72.3633,0.293,72.51965,0.0535451,33.3984,33.0566,0.3418,33.24993,0.05619231,20.459,20.1172,0.3418,20.2858,0.06214885,9560.55,9482.42,78.13,9517.748,11.41779,9560.55,9482.42,78.13,9521.532,12.04998,615.234,263.67,351.564,384.1785,36.98977,24.415,-146.485,170.9,-47.13594,29.04615,-24.414,-58.594,34.18,-40.06405,6.343963,2324.22,2187.5,136.72,2254.553,24.68855,218.262,206.543,11.719,212.5511,1.878455,400.9,398.6,2.3,400,0.5853874,400.2,399.8,0.4,399.9797,0.1092832,400.2,399.8,0.4,400.0059,0.1097622,400.2,399.9,0.3,400.0301,0.09101144
1930.3,1921.4,1911.7,1903.7,1935.8,1943.3,1976.4,1941.9,2014.1,1186.52,1147.46,39.06,1168.398,6.715992,156.25,122.07,34.18,138.8212,6.256195,527.344,510.254,17.09,519.1234,2.579436,2.46582,2.42188,0.04394,2.443122,0.006542361,72.7051,72.4121,0.293,72.56673,0.05236323,33.3984,33.0078,0.3906,33.18995,0.06364907,20.459,20.0684,0.3906,20.28479,0.06153801,9560.55,9482.42,78.13,9518.228,11.56369,9560.55,9482.42,78.13,9521.144,12.01331,527.346,292.968,234.378,407.9898,37.47408,24.415,-146.485,170.9,-47.1425,28.32137,-19.531,-58.594,39.063,-40.3974,6.403153,2343.75,2167.97,175.78,2255.779,25.25822,219.727,206.543,13.184,212.597,1.842946,400.9,398.6,2.3,399.9701,0.5733561,400.1,399.8,0.3,399.9816,0.07821349,400.1,399.8,0.3,399.9764,0.08900398,400.2,399.8,0.4,400.0227,0.101603
1980.9,1959.3,1941.7,1929.2,1960.2,1972.1,2015.6,1947.7,2010,1186.52,1142.58,43.94,1168.605,6.739897,156.25,122.07,34.18,138.5862,6.129214,531.006,515.137,15.869,522.7576,2.422711,2.46094,2.42676,0.03418,2.443571,0.006085583,72.9004,72.4121,0.4883,72.75323,0.05431875,33.3984,33.0078,0.3906,33.19275,0.06218579,20.5078,20.1172,0.3906,20.28654,0.0626819,9550.78,9482.42,68.36,9517.256,12.1709,9560.55,9492.19,68.36,9526.791,11.55504,585.936,292.968,292.968,410.0137,34.99326,24.415,-146.485,170.9,-45.13821,29.13581,-24.414,-58.594,34.18,-40.47266,6.074905,2324.22,2187.5,136.72,2255.297,25.74268,218.262,206.543,11.719,212.5253,1.846019,400.9,398.6,2.3,400.0043,0.5695313,400.2,399.8,0.4,399.9899,0.1269473,400.2,399.7,0.5,399.9659,0.1121147,400.3,399.8,0.5,400.0062,0.1354674
1971.2,1879.8,1871.3,1861,1854.2,1887.1,1896.5,1929.8,1890.5,1186.52,1147.46,39.06,1167.914,6.467595,156.25,122.07,34.18,138.9729,6.336205,524.902,511.475,13.427,518.9327,2.390773,2.46582,2.42188,0.04394,2.444606,0.006147837,72.6563,72.3633,0.293,72.51138,0.05003647,33.3984,33.1055,0.2929,33.25285,0.06091887,20.459,20.1172,0.3418,20.28743,0.06019157,9550.78,9482.42,68.36,9516.634,12.12495,9560.55,9492.19,68.36,9520.11,11.87356,498.048,292.968,205.08,405.5449,35.67685,24.415,-146.485,170.9,-50.0696,28.42392,-24.414,-63.477,39.063,-40.15096,6.406062,2324.22,2167.97,156.25,2255.711,26.09635,218.262,206.543,11.719,212.6126,1.871233,400.9,398.7,2.2,399.9843,0.5631341,400.1,399.9,0.2,399.9935,0.08071004,400.1,399.8,0.3,399.9791,0.08423907,400.3,399.8,0.5,400.0185,0.11042
1935.5,1915,1894.8,1886.3,1920.4,1933.3,1966.7,1907.6,1960.1,1186.52,1147.46,39.06,1167.717,6.750534,156.25,117.188,39.062,138.5621,5.955131,526.123,510.254,15.869,519.1582,2.428643,2.46094,2.42676,0.03418,2.445802,0.006266215,72.7051,72.3144,0.3907,72.51006,0.05121616,33.4473,33.1055,0.3418,33.26843,0.05778457,20.459,20.0684,0.3906,20.28519,0.06126286,9550.78,9482.42,68.36,9517.652,11.82849,9570.31,9492.19,78.12,9525.778,12.19152,468.75,292.968,175.782,383.6987,33.97118,24.415,-146.485,170.9,-49.13619,28.49788,-24.414,-58.594,34.18,-40.43006,6.600547,2324.22,2167.97,156.25,2255.181,24.93565,219.727,208.008,11.719,212.5079,1.90033,400.8,398.8,2,399.986,0.5062165,400.2,399.8,0.4,400.0124,0.09809652,400.2,399.7,0.5,399.9488,0.1289313,400.4,399.8,0.6,400.0306,0.1564408
1909.8,1877.3,1870.4,1869,1884.6,1893.2,1926.7,1892.6,1899.6,1186.52,1142.58,43.94,1168.36,6.846259,156.25,122.07,34.18,138.7728,6.291138,526.123,509.033,17.09,519.5472,2.500904,2.45606,2.42188,0.03418,2.440244,0.006151532,72.7051,72.3633,0.3418,72.55516,0.05343493,33.3496,33.0078,0.3418,33.17246,0.0604172,20.459,20.1172,0.3418,20.28702,0.06169241,9550.78,9482.42,68.36,9518.014,11.9537,9560.55,9482.42,78.13,9521.706,12.13396,498.048,292.968,205.08,397.2744,36.74057,48.83,-122.07,170.9,-43.22394,28.25713,-24.414,-58.594,34.18,-40.21215,6.473183,2304.69,2167.97,136.72,2245.936,24.86372,218.262,206.543,11.719,212.5941,1.896797,400.8,398.6,2.2,399.9899,0.5814855,400.4,399.8,0.6,399.9899,0.1320012,400.2,399.7,0.5,399.9938,0.1100596,400.3,399.8,0.5,400.0339,0.1244342
1885.1,1851.8,1844.2,1844.7,1860.3,1870.5,1902.1,1866.3,1874.7,1186.52,1147.46,39.06,1168.31,6.669783,156.25,122.07,34.18,138.6864,6.528076,533.447,518.799,14.648,525.7185,2.456904,2.46582,2.42188,0.04394,2.443686,0.006329099,72.7051,72.4121,0.293,72.57497,0.05363111,33.252,32.8613,0.3907,33.05726,0.06035611,20.3613,19.9219,0.4394,20.16271,0.0767807,9550.78,9482.42,68.36,9517.883,12.31099,9560.55,9492.19,68.36,9526.424,11.92444,615.234,263.67,351.564,403.4232,37.71631,48.83,-122.07,170.9,-47.60788,29.63921,-24.414,-58.594,34.18,-40.43833,6.362931,2324.22,2167.97,156.25,2245.976,25.13761,216.797,206.543,10.254,212.5387,1.837779,400.9,398.7,2.2,399.9792,0.5709956,400.2,399.8,0.4,399.9873,0.08570863,400.1,399.9,0.2,399.9912,0.07470581,400.3,399.8,0.5,400.0323,0.1162225
1898.3,1863.3,1856.7,1856.4,1871.8,1881.4,1914.3,1879.8,1886.8,1186.52,1147.46,39.06,1168.108,6.779272,156.25,117.188,39.062,139.5656,6.275581,529.785,513.916,15.869,522.947,2.574976,2.46094,2.41699,0.04395,2.438032,0.006695272,72.6563,72.3144,0.3419,72.5034,0.05375237,33.3008,32.959,0.3418,33.1323,0.05889203,20.3613,19.9707,0.3906,20.18892,0.064565,9550.78,9472.66,78.12,9517.719,11.83811,9560.55,9482.42,78.13,9526.405,12.02659,498.048,263.67,234.378,391.2212,36.42602,24.415,-122.07,146.485,-46.06083,28.50711,-24.414,-63.477,39.063,-40.54363,6.715173,2324.22,2148.44,175.78,2246.033,25.13987,216.797,206.543,10.254,212.5861,1.79897,400.9,398.5,2.4,399.9814,0.5810813,400.1,399.9,0.2,399.9814,0.06909973,400.3,399.8,0.5,400.0209,0.1205705,400.2,399.8,0.4,400.007,0.08373998
1900.1,1859.1,1841,1842.3,1858.6,1870.7,1913.6,1856.9,1851.4,1186.52,1147.46,39.06,1167.932,6.801169,156.25,117.188,39.062,138.9975,6.186652,532.227,516.358,15.869,523.9844,2.464748,2.45606,2.41699,0.03907,2.43864,0.006385593,72.8027,72.3633,0.4394,72.6081,0.05653702,33.4473,32.8613,0.586,33.04648,0.06261899,20.3613,20.0195,0.3418,20.1953,0.06214413,9560.55,9472.66,87.89,9517.155,12.31954,9560.55,9492.19,68.36,9525.859,11.78729,556.638,292.968,263.67,411.0289,35.69086,48.83,-122.07,170.9,-50.98834,29.7788,-19.531,-63.477,43.946,-40.34913,6.633713,2343.75,2187.5,156.25,2254.268,26.26212,221.191,206.543,14.648,212.5689,1.894562,400.9,398.6,2.3,399.9942,0.582918,400.2,399.9,0.3,399.9773,0.08983174,400.2,399.8,0.4,400.005,0.08869714,400.3,399.8,0.5,400.0465,0.1263523
1910.2,1871.8,1851.6,1853.9,1871.7,1884.6,1922.2,1867.2,1862.9,1186.52,1147.46,39.06,1168.291,6.941652,156.25,117.188,39.062,138.6481,6.496419,531.006,516.358,14.648,524.262,2.528618,2.45606,2.41699,0.03907,2.438396,0.006300841,72.8027,72.3633,0.4394,72.61978,0.05248284,33.3496,32.8613,0.4883,33.05946,0.06106508,20.4102,20.0195,0.3907,20.19042,0.06244678,9550.78,9482.42,68.36,9518.697,11.89563,9570.31,9482.42,87.89,9526.74,12.26711,585.936,292.968,292.968,406.212,39.01983,48.83,-146.485,195.315,-47.25582,29.47707,-19.531,-63.477,43.946,-40.49935,6.699377,2324.22,2167.97,156.25,2255.627,25.8935,218.262,206.543,11.719,212.5545,1.930982,400.8,398.5,2.3,399.9942,0.575741,400.2,399.8,0.4,400.0069,0.0834192,400.1,399.8,0.3,400.0188,0.08226005,400.3,399.8,0.5,400.0377,0.1073007
1915.4,1874,1857,1857.1,1873.4,1886.7,1925.9,1870.7,1865.7,1186.52,1142.58,43.94,1168.055,6.868952,156.25,122.07,34.18,139.2665,5.968379,532.227,515.137,17.09,523.4078,2.490487,2.45606,2.42188,0.03418,2.43953,0.006430952,72.7539,72.4609,0.293,72.611,0.05539005,33.252,32.9102,0.3418,33.09824,0.06241969,20.3613,20.0195,0.3418,20.19215,0.06179724,9550.78,9482.42,68.36,9517.613,11.81585,9570.31,9492.19,78.12,9526.946,11.64587,615.234,292.968,322.266,402.2639,36.71298,24.415,-122.07,146.485,-45.94252,29.67801,-19.531,-63.477,43.946,-40.45845,6.398828,2324.22,2167.97,156.25,2245.782,25.56209,218.262,206.543,11.719,212.7062,1.977354,400.9,398.6,2.3,399.988,0.5838856,400.1,399.9,0.2,399.9806,0.08128694,400.2,399.8,0.4,400.0066,0.09525704,400.4,399.8,0.6,400.0465,0.1406906
1905.5,1871.5,1865.2,1864.6,1880,1889.3,1925.1,1886.7,1894.1,1186.52,1142.58,43.94,1168.363,6.756696,156.25,117.188,39.062,139.2997,6.144215,528.564,515.137,13.427,521.9202,2.327139,2.46094,2.41699,0.04395,2.439533,0.006532267,72.6563,72.3144,0.3419,72.50006,0.05518015,33.3984,33.0078,0.3906,33.17203,0.06228123,20.3613,19.9707,0.3906,20.18744,0.06289119,9560.55,9482.42,78.13,9517.84,11.58164,9560.55,9482.42,78.13,9526.232,12.57936,585.936,292.968,292.968,401.4462,37.21811,24.415,-146.485,170.9,-48.89933,29.28233,-19.531,-63.477,43.946,-40.52377,6.412666,2324.22,2187.5,136.72,2255.453,26.1947,218.262,206.543,11.719,212.5796,1.875502,401,398.5,2.5,399.9857,0.6126434,400.2,399.9,0.3,400.0042,0.09957062,400.3,399.8,0.5,400.0255,0.1462156,400.2,399.8,0.4,400.0104,0.1059004
